-0,4271739;0,04238629;1,470932;302,1049;218,8971;136,8978
-0,4032311;-0,005123973;1,482608;313,3684;227,4848;129,6444
-0,3831421;-0,05733526;1,467276;339,2101;267,3688;117,6897
-0,383306;-0,05672133;1,467574;339,0303;266,9747;117,7682
-0,3836679;-0,05679822;1,467184;338,9764;266,5565;117,6946
-0,3839686;-0,0568279;1,467115;339,0967;266,254;117,813
-0,3831865;-0,05729055;1,467303;339,0018;266,921;117,4877
-0,3822149;-0,05769134;1,467599;339,0892;267,0627;117,4285
-0,3820636;-0,05754924;1,467771;338,984;267,0077;117,483
-0,3820031;-0,05778241;1,467514;339,0981;266,8085;117,5112
-0,3799485;-0,05838835;1,471191;339,7837;265,5882;118,1987
-0,3808523;-0,0580399;1,470917;339,6774;265,1494;118,3837
-0,3802088;-0,05820525;1,470515;339,6843;264,8906;118,4487
-0,3801827;-0,05789435;1,470745;339,6935;264,7217;118,5397
-0,3804879;-0,05755079;1,470738;339,6757;264,4695;118,6508
-0,3809952;-0,05729067;1,470596;339,5778;264,3203;118,7433
-0,3820868;-0,05615509;1,469041;339,5388;263,5949;119,0487
-0,3828679;-0,05544329;1,467419;339,6863;263,8206;118,8742
-0,3841722;-0,05410087;1,466479;339,6287;263,6936;118,9893
-0,3845327;-0,05351126;1,466584;339,4111;263,3596;119,1694
-0,3852378;-0,05273652;1,466568;339,4988;262,61;119,6297
-0,3856666;-0,05233061;1,466292;339,5641;262,2167;119,7635
-0,3854873;-0,05129158;1,465783;339,3609;262,1794;119,7335
-0,3854759;-0,04985416;1,464808;339,0562;261,6696;119,917
-0,386735;-0,04746008;1,463409;338,3651;262,3647;119,4782
-0,3875825;-0,04736233;1,462245;338,3732;261,8657;119,5764
-0,388853;-0,04653418;1,461277;337,9888;262,5741;119,0894
-0,3899701;-0,04658687;1,460443;337,9625;262,2551;119,0062
-0,3916731;-0,04598355;1,460379;337,7186;262,3474;118,9497
-0,3931082;-0,04498494;1,459759;337,4161;261,9044;119,2449
-0,3946979;-0,04366314;1,458546;337,1055;261,5215;119,3017
-0,3975751;-0,03952944;1,455455;336,6097;261,9715;118,7699
-0,3997273;-0,03663433;1,453806;336,2151;261,9269;118,6536
-0,4022789;-0,03416777;1,451583;335,7246;260,9889;119,0866
-0,4074028;-0,03127253;1,451197;335,1769;260,1457;119,3925
-0,4104841;-0,02934778;1,451742;335,1378;258,5295;120,0643
-0,4108782;-0,02498734;1,450525;334,5392;257,1731;120,468
-0,4113605;-0,02359581;1,449757;334,2677;257,7381;120,0058
-0,4120274;-0,02301621;1,448344;334,3651;257,3706;119,7924
-0,4120382;-0,02353859;1,448311;334,719;257,306;119,7253
-0,4123279;-0,02480721;1,44901;335,2964;257,4929;119,8296
-0,412642;-0,02518177;1,448455;335,3657;258,4683;119,2576
-0,4131293;-0,02723646;1,444993;335,818;257,157;119,342
-0,4141053;-0,02781916;1,443152;335,4631;258,1362;118,7574
-0,4144689;-0,02714884;1,441394;335,2738;257,7918;118,693
-0,4150368;-0,02589679;1,440769;334,8515;258,0154;118,6658
-0,4150612;-0,02457726;1,442912;334,467;258,7835;118,656
-0,4150159;-0,02427447;1,444318;334,2259;259,4393;118,6018
-0,4143238;-0,0254283;1,445905;334,0691;260,3206;118,4648
-0,4128313;-0,02786458;1,447019;334,2636;260,7719;118,4258
-0,4105968;-0,03116429;1,447461;334,6191;262,3874;117,7275
-0,4086924;-0,03216517;1,447498;335,1212;263,6187;116,9552
-0,4073584;-0,03248763;1,447953;335,23;264,4464;116,5278
-0,4038585;-0,03358269;1,44968;335,3072;264,1236;116,5951
-0,4032367;-0,03447473;1,451211;335,5036;264,4679;116,3874
-0,4029021;-0,03655612;1,453159;335,8859;265,7017;115,4383
-0,4034094;-0,03876495;1,453053;335,7514;266,2677;114,512
-0,4041071;-0,03933609;1,452067;335,5418;266,468;114,0631
-0,4060504;-0,04005885;1,450363;335,4826;265,3397;113,73
-0,4067385;-0,04027593;1,450822;335,3424;265,3126;113,5716
-0,4088161;-0,04070294;1,451846;335,0394;265,1555;113,7063
-0,4096212;-0,04000294;1,4524;335,0215;263,9822;114,2681
-0,410246;-0,04064918;1,452718;334,9225;264,0986;114,2692
-0,4113592;-0,03987086;1,452018;335,2843;263,3527;114,852
-0,4118981;-0,0394367;1,45075;335,4372;262,9789;114,7998
-0,4128706;-0,0389142;1,447767;335,348;263,3057;114,314
-0,4138111;-0,03890562;1,446363;335,1156;263,6823;114,01
-0,4150871;-0,03846669;1,445388;334,9878;262,8382;114,2489
-0,4180818;-0,0366596;1,445233;334,7081;262,2169;114,4851
-0,4189241;-0,03613198;1,444899;334,6338;262,3898;114,302
-0,4190481;-0,03582537;1,443553;334,6244;261,7854;114,3786
-0,4194983;-0,03723061;1,442499;334,8215;260,9372;114,3406
-0,4198427;-0,03912318;1,444688;335,1981;262,6842;113,4444
-0,4190978;-0,04062128;1,445169;335,4015;263,572;112,8937
-0,4190836;-0,04253197;1,445152;335,586;264,4277;112,0957
-0,4193217;-0,04344428;1,445202;335,6737;264,6925;111,7579
-0,419724;-0,0438956;1,445071;335,4668;264,1653;111,6294
-0,41956;-0,04445314;1,445049;335,5286;263,8969;111,6359
-0,4191546;-0,04465091;1,445276;335,6229;264,189;111,4179
-0,4186914;-0,04513681;1,445378;335,5907;264,5294;111,2149
-0,4182243;-0,04535258;1,445788;335,6483;265,2548;110,7259
-0,4184469;-0,04541564;1,445283;335,7032;264,7724;110,8383
-0,4182428;-0,04445302;1,444923;335,7188;264,133;111,0378
-0,4165866;-0,0437752;1,444646;335,6999;263,9551;111,2645
-0,4121439;-0,04321063;1,446168;336,2127;262,0286;112,1248
-0,4054161;-0,04418826;1,44839;336,5248;263,5716;111,8214
-0,3967021;-0,0435158;1,444439;336,2573;263,4927;111,6686
-0,3898481;-0,04327095;1,437015;336,4844;261,3781;111,2976
-0,3863547;-0,04309154;1,434027;335,9562;263,2512;110,191
-0,384131;-0,0423553;1,432136;335,4916;263,8433;109,8669
-0,3845901;-0,04188001;1,431426;334,9252;263,54;110,1312
-0,3862593;-0,04039383;1,430483;335,0049;261,5746;111,247
-0,3902396;-0,03881454;1,428926;335,7867;261,0126;110,6987
